State,District,Season,Crop,Soil_Type,Area,Rainfall,Temperature,Humidity,Soil_pH,N,P,K,Yield_tons_per_ha
Uttar Pradesh,BAREILLY,Summer,maize,Alluvial,70.0,996.6,22.39,65.09,6.25,77.8,48.4,19.8,1.843
Uttar Pradesh,BAREILLY,Summer,rice,Alluvial,783.0,996.6,23.69,82.27,6.43,79.9,47.6,39.9,2.234
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,464.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,2.028
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,162916.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,2.25
Uttar Pradesh,BAREILLY,Summer,maize,Alluvial,125.0,996.6,22.39,65.09,6.25,77.8,48.4,19.8,1.84
Uttar Pradesh,BAREILLY,Summer,rice,Alluvial,1190.0,996.6,23.69,82.27,6.43,79.9,47.6,39.9,2.25
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,54.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,1.963
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,162390.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,2.059
Uttar Pradesh,BAREILLY,Summer,maize,Alluvial,413.0,996.6,22.39,65.09,6.25,77.8,48.4,19.8,1.777
Uttar Pradesh,BAREILLY,Summer,rice,Alluvial,1558.0,996.6,23.69,82.27,6.43,79.9,47.6,39.9,2.059
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,5624.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,1.277
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,115757.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,1.773
Uttar Pradesh,BASTI,Summer,maize,Alluvial,112.0,1062.7,22.39,65.09,6.25,77.8,48.4,19.8,1.58
Uttar Pradesh,BASTI,Summer,rice,Alluvial,72.0,1062.7,23.69,82.27,6.43,79.9,47.6,39.9,1.778
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,5116.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,0.435
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,111703.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,1.477
Uttar Pradesh,BASTI,Summer,maize,Alluvial,122.0,1062.7,22.39,65.09,6.25,77.8,48.4,19.8,1.016
Uttar Pradesh,BASTI,Summer,rice,Alluvial,64.0,1062.7,23.69,82.27,6.43,79.9,47.6,39.9,1.484
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,5030.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,1.411
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,111806.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,2.254
Uttar Pradesh,BASTI,Rabi,maize,Alluvial,126.0,25.8,22.39,65.09,6.25,77.8,48.4,19.8,1.452
Uttar Pradesh,BASTI,Summer,rice,Alluvial,63.0,1062.7,23.69,82.27,6.43,79.9,47.6,39.9,2.254
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,4737.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,0.452
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,111560.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,2.154
Uttar Pradesh,BASTI,Rabi,maize,Alluvial,132.0,25.8,22.39,65.09,6.25,77.8,48.4,19.8,1.621
Uttar Pradesh,BASTI,Summer,rice,Alluvial,65.0,1062.7,23.69,82.27,6.43,79.9,47.6,39.9,2.154
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,3431.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,0.721
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,119463.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,2.129
Uttar Pradesh,BASTI,Rabi,maize,Alluvial,136.0,25.8,22.39,65.09,6.25,77.8,48.4,19.8,1.632
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,2915.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,0.869
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,117509.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,1.134
Uttar Pradesh,BASTI,Rabi,maize,Alluvial,142.0,25.8,22.39,65.09,6.25,77.8,48.4,19.8,1.106
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,3544.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,1.007
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,118834.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,2.216
Uttar Pradesh,BASTI,Rabi,maize,Alluvial,7.0,25.8,22.39,65.09,6.25,77.8,48.4,19.8,1.429
Uttar Pradesh,BASTI,Summer,maize,Alluvial,144.0,1062.7,22.39,65.09,6.25,77.8,48.4,19.8,1.368
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,3695.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,1.538
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,118438.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,1.487
Uttar Pradesh,BASTI,Rabi,maize,Alluvial,5.0,25.8,22.39,65.09,6.25,77.8,48.4,19.8,4.6
Uttar Pradesh,BASTI,Whole year,banana,Alluvial,8.0,1062.7,27.38,80.36,5.98,100.2,82.0,50.0,36.375
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,5571.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,1.284
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,118834.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,1.662
Uttar Pradesh,BASTI,Whole year,banana,Alluvial,7.0,1062.7,27.38,80.36,5.98,100.2,82.0,50.0,38.143
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,3842.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,1.326
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,109692.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,1.509
Uttar Pradesh,BASTI,Rabi,maize,Alluvial,6.0,25.8,22.39,65.09,6.25,77.8,48.4,19.8,3.167
Uttar Pradesh,BASTI,Summer,maize,Alluvial,170.0,1062.7,22.39,65.09,6.25,77.8,48.4,19.8,1.324
Uttar Pradesh,BASTI,Whole year,banana,Alluvial,8.0,1062.7,27.38,80.36,5.98,100.2,82.0,50.0,38.875
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,3944.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,1.437
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,114107.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,1.849
Uttar Pradesh,BASTI,Rabi,maize,Alluvial,5.0,25.8,22.39,65.09,6.25,77.8,48.4,19.8,2.8
Uttar Pradesh,BASTI,Summer,maize,Alluvial,150.0,1062.7,22.39,65.09,6.25,77.8,48.4,19.8,1.44
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,2897.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,1.496
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,111663.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,2.005
Uttar Pradesh,BASTI,Rabi,maize,Alluvial,6.0,25.8,22.39,65.09,6.25,77.8,48.4,19.8,2.667
Uttar Pradesh,BASTI,Summer,banana,Alluvial,7.0,1062.7,27.38,80.36,5.98,100.2,82.0,50.0,38.143
Uttar Pradesh,BASTI,Summer,maize,Alluvial,155.0,1062.7,22.39,65.09,6.25,77.8,48.4,19.8,1.497
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,3757.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,1.455
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,108375.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,2.132
Uttar Pradesh,BASTI,Rabi,maize,Alluvial,7.0,25.8,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Uttar Pradesh,BASTI,Summer,banana,Alluvial,7.0,1062.7,27.38,80.36,5.98,100.2,82.0,50.0,41.143
Uttar Pradesh,BASTI,Summer,maize,Alluvial,162.0,1062.7,22.39,65.09,6.25,77.8,48.4,19.8,1.457
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,3681.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,1.154
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,102314.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,2.106
Uttar Pradesh,BASTI,Rabi,maize,Alluvial,8.0,25.8,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Uttar Pradesh,BASTI,Summer,maize,Alluvial,166.0,1062.7,22.39,65.09,6.25,77.8,48.4,19.8,1.464
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,2502.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,1.76
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,122176.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,2.593
Uttar Pradesh,BASTI,Rabi,maize,Alluvial,22.0,25.8,22.39,65.09,6.25,77.8,48.4,19.8,2.409
Uttar Pradesh,BASTI,Summer,banana,Alluvial,6.0,1062.7,27.38,80.36,5.98,100.2,82.0,50.0,43.667
Uttar Pradesh,BASTI,Summer,maize,Alluvial,144.0,1062.7,22.39,65.09,6.25,77.8,48.4,19.8,1.653
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,2382.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,1.847
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,107977.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,2.455
Uttar Pradesh,BASTI,Rabi,maize,Alluvial,34.0,25.8,22.39,65.09,6.25,77.8,48.4,19.8,3.147
Uttar Pradesh,BASTI,Summer,maize,Alluvial,163.0,1062.7,22.39,65.09,6.25,77.8,48.4,19.8,1.847
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,2518.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,1.837
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,104860.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,2.517
Uttar Pradesh,BASTI,Rabi,maize,Alluvial,19.0,25.8,22.39,65.09,6.25,77.8,48.4,19.8,3.579
Uttar Pradesh,BASTI,Summer,maize,Alluvial,157.0,1062.7,22.39,65.09,6.25,77.8,48.4,19.8,1.834
Uttar Pradesh,BASTI,Kharif,maize,Alluvial,2273.0,943.6,22.39,65.09,6.25,77.8,48.4,19.8,1.778
Uttar Pradesh,BASTI,Kharif,rice,Alluvial,104328.0,943.6,23.69,82.27,6.43,79.9,47.6,39.9,1.944
Uttar Pradesh,BASTI,Rabi,maize,Alluvial,1.0,25.8,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Uttar Pradesh,BASTI,Summer,maize,Alluvial,200.0,1062.7,22.39,65.09,6.25,77.8,48.4,19.8,1.78
Uttar Pradesh,BIJNOR,Kharif,maize,Alluvial,296.0,914.2,22.39,65.09,6.25,77.8,48.4,19.8,1.757
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,62687.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.974
Uttar Pradesh,BIJNOR,Summer,maize,Alluvial,6.0,1083.1,22.39,65.09,6.25,77.8,48.4,19.8,1.5
Uttar Pradesh,BIJNOR,Summer,rice,Alluvial,6.0,1083.1,23.69,82.27,6.43,79.9,47.6,39.9,3.0
Uttar Pradesh,BIJNOR,Kharif,maize,Alluvial,304.0,914.2,22.39,65.09,6.25,77.8,48.4,19.8,1.109
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,65312.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.817
Uttar Pradesh,BIJNOR,Summer,maize,Alluvial,27.0,1083.1,22.39,65.09,6.25,77.8,48.4,19.8,1.037
Uttar Pradesh,BIJNOR,Summer,rice,Alluvial,3.0,1083.1,23.69,82.27,6.43,79.9,47.6,39.9,2.667
Uttar Pradesh,BIJNOR,Kharif,maize,Alluvial,131.0,914.2,22.39,65.09,6.25,77.8,48.4,19.8,1.534
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,63349.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.783
Uttar Pradesh,BIJNOR,Rabi,maize,Alluvial,3.0,59.2,22.39,65.09,6.25,77.8,48.4,19.8,1.333
Uttar Pradesh,BIJNOR,Summer,rice,Alluvial,5.0,1083.1,23.69,82.27,6.43,79.9,47.6,39.9,2.8
Uttar Pradesh,BIJNOR,Kharif,maize,Alluvial,158.0,914.2,22.39,65.09,6.25,77.8,48.4,19.8,1.31
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,65831.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.785
Uttar Pradesh,BIJNOR,Summer,rice,Alluvial,1.0,1083.1,23.69,82.27,6.43,79.9,47.6,39.9,3.0
Uttar Pradesh,BIJNOR,Kharif,maize,Alluvial,17.0,914.2,22.39,65.09,6.25,77.8,48.4,19.8,1.529
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,64581.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,3.013
Uttar Pradesh,BIJNOR,Rabi,maize,Alluvial,1.0,59.2,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Uttar Pradesh,BIJNOR,Summer,rice,Alluvial,3.0,1083.1,23.69,82.27,6.43,79.9,47.6,39.9,3.0
Uttar Pradesh,BIJNOR,Kharif,maize,Alluvial,24.0,914.2,22.39,65.09,6.25,77.8,48.4,19.8,1.125
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,52924.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.682
Uttar Pradesh,BIJNOR,Rabi,maize,Alluvial,16.0,59.2,22.39,65.09,6.25,77.8,48.4,19.8,1.125
Uttar Pradesh,BIJNOR,Summer,rice,Alluvial,19.0,1083.1,23.69,82.27,6.43,79.9,47.6,39.9,2.684
Uttar Pradesh,BIJNOR,Kharif,maize,Alluvial,3.0,914.2,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,55591.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.565
Uttar Pradesh,BIJNOR,Rabi,maize,Alluvial,5.0,59.2,22.39,65.09,6.25,77.8,48.4,19.8,1.4
Uttar Pradesh,BIJNOR,Summer,maize,Alluvial,10.0,1083.1,22.39,65.09,6.25,77.8,48.4,19.8,1.4
Uttar Pradesh,BIJNOR,Summer,rice,Alluvial,54.0,1083.1,23.69,82.27,6.43,79.9,47.6,39.9,2.574
Uttar Pradesh,BIJNOR,Kharif,maize,Alluvial,25.0,914.2,22.39,65.09,6.25,77.8,48.4,19.8,1.16
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,61346.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.853
Uttar Pradesh,BIJNOR,Kharif,maize,Alluvial,2.0,914.2,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,53816.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.612
Uttar Pradesh,BIJNOR,Kharif,maize,Alluvial,29.0,914.2,22.39,65.09,6.25,77.8,48.4,19.8,0.966
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,61346.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.586
Uttar Pradesh,BIJNOR,Summer,maize,Alluvial,8.0,1083.1,22.39,65.09,6.25,77.8,48.4,19.8,1.375
Uttar Pradesh,BIJNOR,Summer,rice,Alluvial,74.0,1083.1,23.69,82.27,6.43,79.9,47.6,39.9,2.581
Uttar Pradesh,BIJNOR,Kharif,maize,Alluvial,3.0,914.2,22.39,65.09,6.25,77.8,48.4,19.8,1.333
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,60515.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.607
Uttar Pradesh,BIJNOR,Rabi,maize,Alluvial,5.0,59.2,22.39,65.09,6.25,77.8,48.4,19.8,2.8
Uttar Pradesh,BIJNOR,Summer,maize,Alluvial,14.0,1083.1,22.39,65.09,6.25,77.8,48.4,19.8,1.429
Uttar Pradesh,BIJNOR,Summer,rice,Alluvial,45.0,1083.1,23.69,82.27,6.43,79.9,47.6,39.9,2.6
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,52426.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.513
Uttar Pradesh,BIJNOR,Summer,maize,Alluvial,17.0,1083.1,22.39,65.09,6.25,77.8,48.4,19.8,1.471
Uttar Pradesh,BIJNOR,Summer,rice,Alluvial,91.0,1083.1,23.69,82.27,6.43,79.9,47.6,39.9,2.516
Uttar Pradesh,BIJNOR,Kharif,maize,Alluvial,12.0,914.2,22.39,65.09,6.25,77.8,48.4,19.8,1.5
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,49403.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.389
Uttar Pradesh,BIJNOR,Summer,maize,Alluvial,7.0,1083.1,22.39,65.09,6.25,77.8,48.4,19.8,1.429
Uttar Pradesh,BIJNOR,Summer,rice,Alluvial,77.0,1083.1,23.69,82.27,6.43,79.9,47.6,39.9,2.39
Uttar Pradesh,BIJNOR,Kharif,maize,Alluvial,4.0,914.2,22.39,65.09,6.25,77.8,48.4,19.8,1.25
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,55816.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.347
Uttar Pradesh,BIJNOR,Summer,maize,Alluvial,8.0,1083.1,22.39,65.09,6.25,77.8,48.4,19.8,1.5
Uttar Pradesh,BIJNOR,Summer,rice,Alluvial,90.0,1083.1,23.69,82.27,6.43,79.9,47.6,39.9,2.344
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,53734.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.397
Uttar Pradesh,BIJNOR,Rabi,maize,Alluvial,5.0,59.2,22.39,65.09,6.25,77.8,48.4,19.8,2.4
Uttar Pradesh,BIJNOR,Summer,maize,Alluvial,8.0,1083.1,22.39,65.09,6.25,77.8,48.4,19.8,1.625
Uttar Pradesh,BIJNOR,Summer,rice,Alluvial,70.0,1083.1,23.69,82.27,6.43,79.9,47.6,39.9,2.4
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,51390.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.524
Uttar Pradesh,BIJNOR,Summer,maize,Alluvial,13.0,1083.1,22.39,65.09,6.25,77.8,48.4,19.8,1.846
Uttar Pradesh,BIJNOR,Summer,rice,Alluvial,124.0,1083.1,23.69,82.27,6.43,79.9,47.6,39.9,2.524
Uttar Pradesh,BIJNOR,Kharif,maize,Alluvial,26.0,914.2,22.39,65.09,6.25,77.8,48.4,19.8,1.577
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,52943.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.329
Uttar Pradesh,BIJNOR,Rabi,maize,Alluvial,15.0,59.2,22.39,65.09,6.25,77.8,48.4,19.8,3.533
Uttar Pradesh,BIJNOR,Summer,rice,Alluvial,52.0,1083.1,23.69,82.27,6.43,79.9,47.6,39.9,2.327
Uttar Pradesh,BIJNOR,Kharif,maize,Alluvial,5.0,914.2,22.39,65.09,6.25,77.8,48.4,19.8,1.8
Uttar Pradesh,BIJNOR,Kharif,rice,Alluvial,54742.0,914.2,23.69,82.27,6.43,79.9,47.6,39.9,2.616
Uttar Pradesh,BIJNOR,Rabi,maize,Alluvial,2.0,59.2,22.39,65.09,6.25,77.8,48.4,19.8,2.5
Uttar Pradesh,BIJNOR,Summer,rice,Alluvial,67.0,1083.1,23.69,82.27,6.43,79.9,47.6,39.9,2.612
Uttar Pradesh,BUDAUN,Kharif,maize,Alluvial,18097.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.309
Uttar Pradesh,BUDAUN,Kharif,rice,Alluvial,75479.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.869
Uttar Pradesh,BUDAUN,Summer,maize,Alluvial,113.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.575
Uttar Pradesh,BUDAUN,Summer,rice,Alluvial,26.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.885
Uttar Pradesh,BUDAUN,Kharif,maize,Alluvial,11341.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.013
Uttar Pradesh,BUDAUN,Kharif,rice,Alluvial,86247.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.746
Uttar Pradesh,BUDAUN,Summer,maize,Alluvial,116.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.017
Uttar Pradesh,BUDAUN,Summer,rice,Alluvial,54.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.741
Uttar Pradesh,BUDAUN,Kharif,maize,Alluvial,13105.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.261
Uttar Pradesh,BUDAUN,Kharif,rice,Alluvial,108043.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.854
Uttar Pradesh,BUDAUN,Rabi,maize,Alluvial,226.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.451
Uttar Pradesh,BUDAUN,Summer,rice,Alluvial,60.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.85
Uttar Pradesh,BUDAUN,Kharif,maize,Alluvial,15719.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.648
Uttar Pradesh,BUDAUN,Kharif,rice,Alluvial,110184.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.536
Uttar Pradesh,BUDAUN,Rabi,maize,Alluvial,366.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.623
Uttar Pradesh,BUDAUN,Summer,rice,Alluvial,42.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.548
Uttar Pradesh,BUDAUN,Kharif,maize,Alluvial,17840.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.522
Uttar Pradesh,BUDAUN,Kharif,rice,Alluvial,103869.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.563
Uttar Pradesh,BUDAUN,Rabi,maize,Alluvial,406.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.628
Uttar Pradesh,BUDAUN,Summer,rice,Alluvial,41.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.561
Uttar Pradesh,BUDAUN,Kharif,maize,Alluvial,12969.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.043
Uttar Pradesh,BUDAUN,Kharif,rice,Alluvial,56688.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.342
Uttar Pradesh,BUDAUN,Rabi,maize,Alluvial,142.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.106
Uttar Pradesh,BUDAUN,Summer,rice,Alluvial,57.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.333
Uttar Pradesh,BUDAUN,Kharif,maize,Alluvial,12100.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,2.021
Uttar Pradesh,BUDAUN,Kharif,rice,Alluvial,73263.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.994
Uttar Pradesh,BUDAUN,Summer,maize,Alluvial,269.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.364
Uttar Pradesh,BUDAUN,Summer,rice,Alluvial,105.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.99
Uttar Pradesh,BUDAUN,Kharif,maize,Alluvial,12711.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.522
Uttar Pradesh,BUDAUN,Kharif,rice,Alluvial,90405.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.573
Uttar Pradesh,BUDAUN,Whole year,banana,Alluvial,4.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,36.5
Uttar Pradesh,BUDAUN,Kharif,maize,Alluvial,12121.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.51
Uttar Pradesh,BUDAUN,Kharif,rice,Alluvial,67430.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.756
Uttar Pradesh,BUDAUN,Kharif,maize,Alluvial,11821.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.642
Uttar Pradesh,BUDAUN,Kharif,rice,Alluvial,87564.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.839
Uttar Pradesh,BUDAUN,Summer,maize,Alluvial,258.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.326
Uttar Pradesh,BUDAUN,Summer,rice,Alluvial,73.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.836
Uttar Pradesh,BUDAUN,Whole year,banana,Alluvial,4.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,38.75
Uttar Pradesh,BUDAUN,Kharif,maize,Alluvial,10855.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.665
Uttar Pradesh,BUDAUN,Kharif,rice,Alluvial,88595.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.848
Uttar Pradesh,BUDAUN,Summer,maize,Alluvial,185.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.438
Uttar Pradesh,BUDAUN,Summer,rice,Alluvial,6.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.833
Uttar Pradesh,BUDAUN,Kharif,maize,Alluvial,18754.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.916
Uttar Pradesh,BUDAUN,Kharif,rice,Alluvial,77267.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.775
Uttar Pradesh,BUDAUN,Summer,maize,Alluvial,364.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.495
Uttar Pradesh,BUDAUN,Summer,rice,Alluvial,8.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.75
Uttar Pradesh,BUDAUN,Kharif,maize,Alluvial,10471.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.868
Uttar Pradesh,BUDAUN,Kharif,rice,Alluvial,67293.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,2.008
Uttar Pradesh,BUDAUN,Rabi,maize,Alluvial,1.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Uttar Pradesh,BUDAUN,Summer,maize,Alluvial,1159.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.456
Uttar Pradesh,BUDAUN,Summer,rice,Alluvial,78.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,2.013
Uttar Pradesh,BUDAUN,Kharif,maize,Alluvial,12315.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.919
Uttar Pradesh,BUDAUN,Kharif,rice,Alluvial,84311.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,1.876
Uttar Pradesh,BUDAUN,Summer,maize,Alluvial,1747.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.466
Uttar Pradesh,BUDAUN,Summer,rice,Alluvial,1.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,2.0
Uttar Pradesh,BUDAUN,Kharif,maize,Alluvial,11044.0,1150.0,22.39,65.09,6.25,77.8,48.4,19.8,1.984
Uttar Pradesh,BUDAUN,Kharif,rice,Alluvial,87728.0,1150.0,23.69,82.27,6.43,79.9,47.6,39.9,2.135
Uttar Pradesh,BUDAUN,Summer,banana,Alluvial,3.0,1150.0,27.38,80.36,5.98,100.2,82.0,50.0,43.667
