Crop,Soil_Type,Rainfall,Temperature,Humidity,Soil_pH,N,P,K,Yield_tons_per_ha
banana,Alluvial,1389.1,27.38,80.36,5.98,100.2,82.0,50.0,38.817
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,0.509
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.216
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,3.0
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.437
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.217
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,0.387
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.307
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,3.0
banana,Alluvial,1389.1,27.38,80.36,5.98,100.2,82.0,50.0,38.104
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.496
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.303
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.429
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,3.053
banana,Alluvial,1389.1,27.38,80.36,5.98,100.2,82.0,50.0,41.12
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.454
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.426
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.167
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.171
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.466
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.179
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.742
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.394
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,2.625
banana,Alluvial,1389.1,27.38,80.36,5.98,100.2,82.0,50.0,43.69
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.652
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.368
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.983
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.459
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,3.0
banana,Alluvial,1389.1,27.38,80.36,5.98,100.2,82.0,50.0,44.654
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.847
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.45
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.971
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.472
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,3.549
banana,Alluvial,1389.1,27.38,80.36,5.98,100.2,82.0,50.0,43.545
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.838
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.473
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,2.038
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.453
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,3.625
banana,Alluvial,1389.1,27.38,80.36,5.98,100.2,82.0,50.0,45.11
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.779
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.455
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,1.126
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,1.62
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,0.8
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,1.087
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,1.875
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,0.993
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,1.125
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,1.332
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,0.819
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,1.222
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,1.165
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,1.542
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,1.083
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,1.3
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,0.776
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,1.353
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,0.853
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,0.494
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,1.4
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,1.29
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,1.5
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,0.958
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,1.469
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,1.118
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,1.167
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,1.552
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,2.4
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,1.875
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,1.875
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,1.8
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,1.792
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,3.553
maize,Alluvial,853.1,22.39,65.09,6.25,77.8,48.4,19.8,1.778
rice,Alluvial,853.1,23.69,82.27,6.43,79.9,47.6,39.9,1.583
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,2.103
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.262
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.578
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.444
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.132
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.01
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.717
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.028
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.444
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,2.135
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.018
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.624
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,2.085
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.093
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.63
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.391
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,1.92
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.104
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.0
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.79
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,1.613
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.367
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,2.071
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.198
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.777
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.352
banana,Alluvial,748.4,27.38,80.36,5.98,100.2,82.0,50.0,38.0
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,2.006
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.506
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.325
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.5
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,2.223
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.438
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.436
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.421
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,2.368
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.503
banana,Alluvial,748.4,27.38,80.36,5.98,100.2,82.0,50.0,38.0
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.495
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.505
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.775
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.271
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.455
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.282
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,2.179
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.428
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.467
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,2.508
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.62
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,2.375
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.653
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.619
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,2.689
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.634
banana,Alluvial,748.4,27.38,80.36,5.98,100.2,82.0,50.0,44.64
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.846
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.619
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,2.631
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.64
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,3.529
banana,Alluvial,748.4,27.38,80.36,5.98,100.2,82.0,50.0,43.538
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.837
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.639
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,2.578
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.608
banana,Alluvial,748.4,27.38,80.36,5.98,100.2,82.0,50.0,45.111
maize,Alluvial,748.4,22.39,65.09,6.25,77.8,48.4,19.8,1.778
rice,Alluvial,748.4,23.69,82.27,6.43,79.9,47.6,39.9,2.603
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,2.29
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,2.186
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.571
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,0.826
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,1.911
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.027
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.422
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,2.063
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.412
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.993
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,2.086
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.6
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.944
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,2.054
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.615
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.177
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,1.733
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.111
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,1.714
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.725
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,2.053
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.375
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,2.064
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,2.551
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.797
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,2.52
banana,Alluvial,655.9,27.38,80.36,5.98,100.2,82.0,50.0,38.0
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.814
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,2.088
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.333
banana,Alluvial,655.9,27.38,80.36,5.98,100.2,82.0,50.0,39.0
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,2.269
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,2.448
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.423
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,2.339
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,2.633
banana,Alluvial,655.9,27.38,80.36,5.98,100.2,82.0,50.0,38.0
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.862
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,2.162
banana,Alluvial,655.9,27.38,80.36,5.98,100.2,82.0,50.0,41.0
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.375
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,2.13
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,2.146
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,2.518
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,2.271
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.692
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,2.791
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,2.471
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.846
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,2.71
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,2.404
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.842
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,2.599
rice,Alluvial,655.9,23.69,82.27,6.43,79.9,47.6,39.9,2.323
maize,Alluvial,655.9,22.39,65.09,6.25,77.8,48.4,19.8,1.786
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.029
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,1.74
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.591
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,0.734
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,1.766
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.115
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,2.088
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.45
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.653
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,1.869
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.607
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.443
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,1.911
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.628
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.363
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,2.168
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.105
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,0.824
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,2.11
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.364
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.368
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.193
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,1.293
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,4.236
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,0.817
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,1.755
banana,Alluvial,1121.3,27.38,80.36,5.98,100.2,82.0,50.0,38.0
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.038
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,1.037
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,2.902
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.323
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,0.824
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,1.799
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.439
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,0.45
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,1.998
banana,Alluvial,1121.3,27.38,80.36,5.98,100.2,82.0,50.0,38.0
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.497
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.511
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,1.462
banana,Alluvial,1121.3,27.38,80.36,5.98,100.2,82.0,50.0,41.0
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.456
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.471
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,1.855
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.468
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.713
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,2.384
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,2.0
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.651
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.775
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,2.139
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.847
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.404
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,2.098
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,3.564
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.839
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.56
rice,Alluvial,1121.3,23.69,82.27,6.43,79.9,47.6,39.9,1.757
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Alluvial,1121.3,22.39,65.09,6.25,77.8,48.4,19.8,1.779
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.496
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.529
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.58
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.767
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.174
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.014
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.204
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.483
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.45
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,2.085
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.262
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.622
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,2.398
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.147
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.63
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.33
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.271
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.108
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.36
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.334
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.367
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.102
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.504
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.557
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.246
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.878
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.519
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.326
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.967
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.359
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.433
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,2.197
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.299
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.495
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.903
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.559
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.454
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.958
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.193
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.469
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,2.161
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.608
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.651
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,2.373
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.747
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,3.0
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.849
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,2.391
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.712
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.836
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.714
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,2.353
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.965
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,2.375
maize,Alluvial,918.0,22.39,65.09,6.25,77.8,48.4,19.8,1.776
rice,Alluvial,918.0,23.69,82.27,6.43,79.9,47.6,39.9,2.963
maize,Alluvial,1003.2,22.39,65.09,6.25,77.8,48.4,19.8,1.149
rice,Alluvial,1003.2,23.69,82.27,6.43,79.9,47.6,39.9,1.866
maize,Alluvial,1003.2,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Alluvial,1003.2,22.39,65.09,6.25,77.8,48.4,19.8,1.164
rice,Alluvial,1003.2,23.69,82.27,6.43,79.9,47.6,39.9,2.186
maize,Alluvial,1003.2,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Alluvial,1003.2,22.39,65.09,6.25,77.8,48.4,19.8,1.673
rice,Alluvial,1003.2,23.69,82.27,6.43,79.9,47.6,39.9,2.42
maize,Alluvial,1003.2,22.39,65.09,6.25,77.8,48.4,19.8,1.333
maize,Alluvial,1003.2,22.39,65.09,6.25,77.8,48.4,19.8,0.956
rice,Alluvial,1003.2,23.69,82.27,6.43,79.9,47.6,39.9,1.941
maize,Alluvial,1003.2,22.39,65.09,6.25,77.8,48.4,19.8,1.667
maize,Alluvial,1003.2,22.39,65.09,6.25,77.8,48.4,19.8,0.521
rice,Alluvial,1003.2,23.69,82.27,6.43,79.9,47.6,39.9,2.227
maize,Alluvial,1003.2,22.39,65.09,6.25,77.8,48.4,19.8,1.667
